Source,Target,Year,Book,Lot
Corser,Fountaine,1871,883,404
Poor,Huntington,1909,879,934
R.S.Turner,N.Q. Pope,1888,880,2427
N.Q. Pope,Hoe,1895,880,
Kinnearf,Lord Brougham,1835,884,1964
Kinnearf,Corser,1835,883,1966
Lord Brougham,J. Fitchett Marsh,,884,
Pittar,Clawson,1918,881,587
Pittar,Clawson,1918,885,586
Ouvry,Poor,1882,879,1322
Fountaine,Britwell,1893,883,447
Jadis,Kinnearf,1828,883,165
"Edward Copleston, Bishop of Llandaff",Dillon,1850,MS 108,
Dillon,Alfred Morrison,1869,MS 108,
Dillon,Alfred Morrison,1869,819,488
Upcott,Dillon,1846,MS 112,
Dillon,Alfred Morrison,1869,MS 112,
Heber,Huth,1835,849,3305
Lord Auckland,Hagen,,844,
Royal Society,Arnold,1873,842,
Hagen,Shakespeare Library,1918,844,1037
Britwell,Seth Terry,1922,850,601
Charles Lilburn,Hagen,,852,
F.P. Hodges,Charles Lilburn,,852,
Arnold,Hagen,1901,842,295
Kershaw,Huth,1877,144,249
Baron Bolland,Sewall,1840,143,
Sewall,White,1896,143,692
he Henry Chandos Pole Gell,Jones,1904,137,74
Perkins,Sotheby’s,1889,142,408
Huth,W.A. White,1912,147,1475
Wolfreston,Forman,1856,146,240
Hoe,Huntington,1912,139,2387
Pembroke,Huntington,1914,141,50
British Museum,Baron Bolland,1788,143,
Bridgewater,Huntington,,138,
Halsey,Huntington,,135,
Bridgewater,Heber,,142,
Sotheby’s,W.A. White,1893,142,55
Heber,Perkins,1834,142,1192
J.G. Rebow,C.G Milnes Gaskell,,1056,
Lefferts,Hagen,1902,1054,471
Heber,Lefferts,1834,1055,6331
Holgate,Britwell,1846,1060,1020
Heber,Britwell,1836,1064,2946
Lefferts,Hagen,1902,1055,1382
Daniel,Huth,1864,1059,1739
Huth,Clawson,1919,1059,7917
McKee,Chew,1901,1062,3226
James Wylie Guild,Bierstadt,,1054,
Heber,Britwell,1836,1064,2946
Fillingham,Heber,1805,1064,489
Bierstadt,Lefferts,1897,1054,2281
Fillingham,Heber,1805,1064,489
Chew,Huntington,,1062,
William Bayntun of Gray’s Inn,Heber,1787,1055,
Pepys Papers,Alfred Morrison,,MS.121,
Pepys Papers,Alfred Morrison,,MS.104c,
Pepys Papers,Alfred Morrison,,MS.122,
Samuel Prince,Huth,,74,
Benoit le Court,E.Ph.Goldschmidt,,75,
Huth,Cox,1912,71,793
Hagen,Clawson,1918,73,741
Huth,Cox,1911,74,800
Cox,Leo,1920,71,2394
Cox,Leo,1920,72,2394
Huntington,Jones,,68,
Webster,Hoe,1893,68,731
Hoe,Huntington,1912,68,3218
Lefferts,Hagen,1902,1098,1447
Bridgewater,Huntington,,1105,
Lefferts,Hagen,1902,1103,1448
Bridgewater,Huntington,,1104,
Lefferts,Hagen,1902,1100,1450
Pepys Papers,Alfred Morrison,,MS.1a,
Kemble,Devonshire,1792,1096,
Mostyn,Clawson,1919,1095,359
Lefferts,Hagen,1902,1099,1449
Lefferts,Hagen,1902,1102,1451
Devonshire,Huntington,,1096,
Fountaine,Jones,1902,1101,938
Arbury,Smith,1920,1094,33
Huntington,English Literature from London,,450,
Chew,Huntington,,450,
Britwell,Clawson,1923,446,337
Joseph Lilly,Huth,1860,452,
Roxburghe,J.M.Rice,1812,455,3270
Pearson,George Mason,1788,455,2147
George Mason,Roxburghe,1799,455,275
J.M.Rice,Britwell,1834,455,806
Chalmers,Britwell,1842,451,180
A.H.Joline,Mark P. Robinson,,447,
Britwell,Jones,1919,451,4
Britwell,Sotheby’s,1925,449A,353
E.M.Cox,Clawson,,452,2845
Huth,E.M.Cox,1913,452,3508
Poor,Huntington,1908,449,536
Harding and Lepard,Britwell,1838,446,
Heber,Holgate,1834,761-1,4100
Jones,Clawson,1919,766,1246
Devonshire,Huntington,,759,
Corser,Britwell,1870,765,564
Kemble,Devonshire,1797,759,
Holgate,Knight,1846,761-1,290
Kemble,Devonshire,1797,756,
Heber,Corser,1834,765,4105
Huntington,Jones,1918,752,351
Jones,Clawson,1923,762,138
Devonshire,Huntington,,756,
Bridgewater,Huntington,,752,
Lamport Hall,Britwell,,763,
Huntington,Jones,1917,766,307
Hoe,Huntington,1912,766,2528
Britwell,Jones,1919,762,64
Heber,Britwell,1836,762,1786
Kemble,Devonshire,1797,753,
Devonshire,Huntington,,753,
Devonshire,Huntington,,685,
Devonshire,Huntington,,684,
Kemble,Devonshire,1797,684,
Hoe,Huntington,1912,688,2220
Jadis,Britwell,1828,689,51
Hibbert,Britwell,1829,690,325
Hagen,Clawson,1918,686,759
Kemble,Devonshire,1797,685,
Mostyn,Chew,1919,681,218
Huntington,Clawson,1918,678,322
Kemble,Devonshire,1798,687,
Devonshire,Huntington,,687,
Bridgewater,Huntington,,678,
C.B.Foote,Hagen,1895,627,191
Sotheby’s,J.T. Adams,,619,
Lamport Hall,Britwell,,617,
Jolley,Britwell,1844,616,655
Devonshire,Huntington,,624,
Kemble,Devonshire,1798,624,
Britwell,Clawson,1921,616,145
British Museum,Edwin Freshfield,1787,622,
Kemble,Devonshire,1798,628,
Devonshire,Huntington,,628,
Richard Wright,Kemble,1787,624,1657
Marsden J. Perry,Jones,,623,
Jones,Clawson,1923,623,114
Hoe,Chew,1912,1089,3281
Hoe,Vickery,1912,1087,3280
James Crossley,Chew,,1081,
Chew,Huntington,,1092,
Narcissus Luttrell,Farmer,,1081,
Bindley,Heber,1820,1081,408
Bridgewater,Huntington,,1088,
Heber,Britwell,1834,1084,2936
Heber,Britwell,1834,1083,2936
W.T. Wallace,Clawson,1920,1080,1542
Jones,Clawson,1919,1085,1668
Heber,Sir Mark Dalrymple,1834,1081,3027
Farmer,Bindley,1798,1081,7377
John Scott,Hoe,1905,1087,886
Hoe,Chew,1912,1091-1,3283
Chew,Huntington,,1081,
Sir William Tite,Alfred Morrison,1870,MS. 1c,3532
Sotheby’s,Alfred Morrison,1890,MS.1p,41
Pepys Papers,Alfred Morrison,,MS.1q,
Fairfax Papers,Alfred Morrison,1852,MS.1m,1287
John Young,Alfred Morrison,1869,MS.1f,67
Fairfax Papers,Alfred Morrison,1852,MS.1l,1282
John Young,Alfred Morrison,1869,MS.1e,66
William Upcott,John Young,1846,MS.1e,432
Heber,Cole,1834,732,1568
Corser,Huth,1870,730,516
Pembroke,Huntington,1914,729,140
Huntington,Jones,1917,731,285
Shipperdson,Chew,,735,
Lefferts,Hagen,1902,723,957
Cole,Britwell,1837,732,
Heber,Britwell,1836,734,1542
Heber,Britwell,1834,733,1570
Heber,Britwell,1834,736,1573
Chew,Huntington,,735,
Hoe,C.L.F. Robinson,1912,727,2268
Huth,Ross Winans,1916,730,s01§
Major Thomas Pearson,Heber,1788,733,
Lefferts,Hagen,1902,340,491
Hoe,Huntington,1912,341,1145
Beckford,Hoe,1882,341,2675
Lefferts,Hagen,1902,330,474
Chew,Huntington,,337,
Huth,Hagen,1912,338,2513
Midgeley|Midgeley,Chalmers,1818,979,
Park,Midgeley|Midgeley,1815,979,344
Nassau,Heber,1824,MS.116,1141
Heber,Britwell,1834,975,2636
Hoe,Hagen,1912,977,3121
Heber,Britwell,1834,981,2543
Mostyn,Clawson,1919,987,326
Heber,Britwell,1834,MS.116,2632
Roxburghe,Sykes,1812,975,3329
Chalmers,Britwell,1842,979,1115
Heber,Britwell,1834,982,2721
Farmer,Reed,,981,
Sykes,Heber,1824,975,509
Reed,Heber,1807,981,7673
Roxburghe,Heber,1812,435,6654
J[ohn?]. Baynest,Joseph Ritson,,440,
Lamport,Britwell,,444,
Hanmer ~ Bunbury,Shakespeare Library,1896,442,s42
Hibbert,Bright,1829,440,3577
Midgely,Hibbert,1818,440,294
Steevens,Roxburghe,1800,435,882
Henry St. John Mildmay,Clawson,1907,433,229
Britwell,Clawson,1922,431,333
Freeling,Britwell,1836,432,1279
Freeling,Britwell,1836,435,1267
Britwell,Clawson,1919,435,45
Heber,Freeling,1834,435,934
Joseph Ritson,Hill,1803,440,426
Britwell,Clawson,1923,440,329
Mostyn,Clawson,1919,434,139
Luttrell,J[ohn?]. Baynest,1786,440,23
Mostyn,Clawson,1919,439,141
Britwell,Clawson,1923,432,322
Sykes,Freeling,1824,432,1340
Arbury,G.D.Smith,1920,437,45
Utterson,Britwell,1852,436,800
Bright,Britwell,1845,440,1542
Hill,Midgely,,440,315
Freeling,Britwell,1836,431,1260
Pickering,Huth,,391,
Bridgewater,Huntington,,392,
Roxburghe,Heber,1812,396,294
Heber,Britwell,1834,399,771
Steevens,Forster,1800,399,869
Mallet,Steevens,1766,399,795
Hibbert,Britwell,1829,398,6126
M.J.Perry,Jones,,388,
Bridgewater,Huntington,,395,
Browsholme,Eshton Hall,,390,
Eshton Hall,Huntington,1916,390,269
Huth,Cox,1913,391,3088
Heber,Britwell,1834,396,3221
Mostyn,Clawson,1919,397,124
Forster,Heber,1806,399,919
Jones,Clawson,1923,388,82
Huntington,Jones,,395,
Frederick Perkins,McKee,1889,372-2,748
Devonshire,Huntington,,362A,
Mostyn,Clawson,1919,364,108
Kemble,Devonshire,1798,365,
Halsey,Huntington,,370,
Herber,Forster,,363,
Forster,Heber,1806,363,682
Arbury,G.D.Smith,1920,372-1,113
Hagen,Clawson,1918,371,527
Am. Art Assoc.,Seth Terry,1926,362,159
Devonshire,Huntington,,365,
Kemble,Devonshire,1798,367,
Mostyn,Clawson,1919,368,111
Heber,Britwell,1834,363,4918
Huntington,Hagen,1917,370,177
Bangs,Hagen,1901,372-2,76
Kemble,Devonshire,1801,360,
Devonshire,Huntington,,360,
Huth,Steeves,1913,366,2943
Hoe,Huntington,1912,362B,1133
Devonshire,Huntington,,367,
McKee,Bangs,1901,372-2,2367
Steeves,Clawson,1916,366,232
Corser,Huth,1871,371,68
Huth,Hagen,1913,371,2953
Kemble,Devonshire,1800,362A,
Lord Willoughby de Broket,Am. Art Assoc.,,362,
Sotheby’s,Britwell,1858,510,596
Huntington,English Literature from London,,504,
Heber,Britwell,1834,507,2563
J.M.Rice,Britwell,1834,508,950
Pinkerton,Heber,1812,507,85
English Literature from London,Clawson,1919,504,43a
Chew,Huntington,,504,
Gaisford,Chew,1890,504,935
Halsey,Huntington,,746,
Hibbert,Britwell,1829,747,5554
Fountaine,Clawson,1902,737,597
Church,Huntington,,739,
Col. Grant,Locker,,739,
Locker,Church,,739,
Caldecott,Britwell,1833,750,911
Huntington,Thomas Bell,1916,739,1098
Bridgewater,Huntington,,751,
Ross Winans,Jones,,743,
Bindley,Hibbert,1819,747,1787
Amsterdam sale,Alfred Morrison,1882,MS.156,165
Pepys Papers,Alfred Morrison,,MS.167,
Sotheby’s,Alfred Morrison,1881,MS.155,170
Thorn Drury,Steevens,1932,MS.2bb,2395
Selby,Thorn Drury,,216,
Sotheby’s,Selby,1902,216,429
Hagen,Clawson,1918,MS.10a,282
R.S.Turner,Sotheby’s,1888,217,7490
Poor,Huntington,1908,215,262
Lefferts,Poor,1902,215,262
Jones,Clawson,1923,664,127
Devonshire,Huntington,,666,
Kemble,Devonshire,1797,666,
Kemble,Devonshire,1797,663,
Arbury,G.D.Smith,1920,667,202
Huntington,Jones,,664,
Bridgewater,Huntington,,664,
Wright,Kemble,1787,663,1814
Devonshire,Huntington,,663,
Reginald Cholmondeley,W.A. White,1897,665,144
Mostyn,Clawson,1919,674,209
Kemble,Devonshire,,675,
Wright,Kemble,1787,666,1814
Fowle,Locker,,662,
Mostyn,Clawson,1919,673,208
Locker,W.A. White,,662,
Devonshire,Huntington,,675,
Devonshire,Huntington,,575,
Comerford,W.A. White,1881,576,2309
Kemble,Devonshire,1798,575,
Hoe,Hagen,1911,579,2304
Huth,Chew,1914,583,4264
Kemble,Devonshire,1798,574,
Devonshire,Huntington,,574,
William Upcott,John Dillon,,MS.35A,
Lady Evelyn,William Upcott,,MS.35A,
John Dillon,Alfred Morrison,1869,MS.35A,
Huntington,English Literature from London,,566,
Lefferts,Hoe,1902,565,811
Utterson,Corser,1852,567,994
Kemble,Devonshire,,566,
Kemble,Devonshire,,563,
Devonshire,Huntington,,558,
Huntington,English Literature from London,,563,
Corser,Huth,1870,567,377
Hoe,Chew,1912,565,1789
Devonshire,Huntington,,566,
Kemble,Devonshire,1798,558,
Devonshire,Huntington,,563,
Huth,Pforzheimer,1918,1,Lot 7090
English Literature from London,Pforzheimer,1919,1001,320a
Hoe,Pforzheimer,1912,1002,3092
Huntington,Pforzheimer,,1003,
Huntington,Pforzheimer,1918,1004,843
Huntington,Pforzheimer,,1005,
Hagen,Pforzheimer,1918,1006,1258
Britwell,Pforzheimer,1924,1007,762
Mark P. Robinson,Pforzheimer,1918,1008,226
Huntington,Pforzheimer,,1009,
Huntington,Pforzheimer,1918,1010,855
Christie-Miller,Pforzheimer,1924,1011,772
Heber,Pforzheimer,1835,1013,5939
Jones,Pforzheimer,1923,1014,192
Britwell,Pforzheimer,1924,1015,573
Huntington,Pforzheimer,1920,1016,321
Huntington,Pforzheimer,1918,1017.,858
Hagen,Pforzheimer,1918,1018,1341
Lefferts,Pforzheimer,1902,1019,1332
Hagen,Pforzheimer,1918,1019,1340
Hagen,Pforzheimer,1918,1020,1338
Hagen,Pforzheimer,1918,1021,1339
Richard Le Gallienne,Pforzheimer,,1022,
Winans,Pforzheimer,,1025,
Van Antwerp,Pforzheimer,1922,1026,5
Jones,Pforzheimer,1918,1027,506
Sotheby’s,Pforzheimer,1903,1028,
Hoe,Pforzheimer,1912,1029,3315
Huth,Pforzheimer,1920,1030,7847
Huth,Pforzheimer,1920,1031,7848
Forman,Pforzheimer,1920,1032,909
Forman,Pforzheimer,1920,1033,900
Huntington,Pforzheimer,,1034,
Forman,Pforzheimer,1920,1039,895
Forman,Pforzheimer,1920,1040,893
Forman,Pforzheimer,1920,1041,894
Forman,Pforzheimer,1920,1041A,897
Forman,Pforzheimer,1920,1042,902
Forman,Pforzheimer,1920,1043,896
Huntington,Pforzheimer,1918,1044,887
Forman,Pforzheimer,1920,1045,901
Britwell,Pforzheimer,1925,1046,651
Forman,Pforzheimer,1920,1047,910
J.H.Purdy,Pforzheimer,1917,105,78
Hagen,Pforzheimer,1918,1054,1365
Hagen,Pforzheimer,1918,1055,1367
C.G Milnes Gaskell,Pforzheimer,1924,1056,49
Huth,Pforzheimer,1920,1057,7911
Clawson,Pforzheimer,1926,1059,877
Shakespeare Library,Pforzheimer,1918,106,129
Britwell,Pforzheimer,1921,1060,319
Bridgewater,Pforzheimer,,1061,
Huntington,Pforzheimer,1918,1062,918
Clawson,Pforzheimer,1926,1063,891
Britwell,Pforzheimer,1924,1064,817
Britwell,Pforzheimer,1924,1064,
Britwell,Pforzheimer,1923,1065,712
Mostyn,Pforzheimer,1919,1067,350
Clawson,Pforzheimer,1926,1068,894
Britwell,Pforzheimer,1925,1069,31
Huntington,Pforzheimer,1919,107,148
Huntington,Pforzheimer,1918,1070,400
Huntington,Pforzheimer,1918,1072,925
Clawson,Pforzheimer,1926,1073,898
Clawson,Pforzheimer,1926,1074,899
Clawson,Pforzheimer,1926,1075,896
Mostyn,Pforzheimer,1919,1076,351
Huth,Pforzheimer,1918,1077,6929
Britwell,Pforzheimer,1924,1078,832
Ross Winans,Pforzheimer,,1079,
Clawson,Pforzheimer,1926,108,94
Clawson,Pforzheimer,1926,1080,916
Huntington,Pforzheimer,1918,1081,937
Sir Mark Dalrymple,Pforzheimer,1937,1081,438
Britwell,Pforzheimer,1924,1083,839
Britwell,Pforzheimer,1924,1084,839
Clawson,Pforzheimer,1926,1085,909
Hoe,Pforzheimer,1912,1086,3284
Vickery,Pforzheimer,1933,1087,162
Huntington,Pforzheimer,1918,1088,933
Chew,Pforzheimer,1924,1089,461
Chew,Pforzheimer,1924,1091-1,463
Forman,Pforzheimer,1920,1091-2,971
Huntington,Pforzheimer,1918,1092,932
Shakespeare Library,Pforzheimer,1918,1093,726
Smith,Pforzheimer,1920,1094,32A
Clawson,Pforzheimer,1926,1095,919
Huntington,Pforzheimer,,1096,
Hagen,Pforzheimer,1918,1098,1423
Hagen,Pforzheimer,1918,1099,1422
Clawson,Pforzheimer,1926,11,
Shakespeare Library,Pforzheimer,1918,110,135
Hagen,Pforzheimer,1918,1100,1421
Jones,Pforzheimer,1919,1101,1677
Hagen,Pforzheimer,1918,1102,1424
Hagen,Pforzheimer,1918,1103,1425
Huntington,Pforzheimer,1918,1104,630
Huntington,Pforzheimer,1918,1105,631-5
Mark P. Robinson,Pforzheimer,1918,111,106
Mark P. Robinson,Pforzheimer,1918,112,107
Jones,Pforzheimer,1918,113,245
Sotheby’s,Pforzheimer,1919,114,44
Halsey,Pforzheimer,,115,
Huntington,Pforzheimer,1918,115,76
Jones,Pforzheimer,1919,116,251
Jones,Pforzheimer,1919,117,249
Jones,Pforzheimer,1919,118,250
Hagen,Pforzheimer,1918,119,146
Hagen,Pforzheimer,1918,12,
Huntington,Pforzheimer,,121,
Britwell,Pforzheimer,1926,124,106
Shakespeare Library,Pforzheimer,1918,125,77
Wheeler,Pforzheimer,1919,127,181
Britwell,Pforzheimer,1926,128,108
R.E. Gadthorne Hardy,Pforzheimer,,130,
Clawson,Pforzheimer,1926,131,110
Huntington,Pforzheimer,,132,
Huntington,Pforzheimer,1918,134,291
Mostyn,Pforzheimer,1919,134,40
Huntington,Pforzheimer,1918,135,74
Shakespeare Library,Pforzheimer,1918,136,169
Jones,Pforzheimer,1918,137,288
Huntington,Pforzheimer,1918,138,422
Huntington,Pforzheimer,1918,139,423
Jones,Pforzheimer,1918,14,49
Mark P. Robinson,Pforzheimer,1918,140,158
Huntington,Pforzheimer,,141,
W.A. White,Pforzheimer,,142,
White,Pforzheimer,,143,
Huth,Pforzheimer,1918,144,6835
Huth,Pforzheimer,1912,145,1471
Forman,Pforzheimer,1920,146,161
W.A. White,Pforzheimer,,147,
Huntington,Pforzheimer,,148,
Jones,Pforzheimer,1918,149,308
Hagen,Pforzheimer,1918,15,17
Britwell,Pforzheimer,1922,150,133
English Literature from London,Pforzheimer,1919,150,169
White,Pforzheimer,,151,
Huth,Pforzheimer,1912,152,1472
J.T. Adams,Pforzheimer,1931,153,42
Mostyn,Pforzheimer,1919,154,49
W.A. White,Pforzheimer,,156,
Mark P. Robinson,Pforzheimer,1918,157,164
Clawson,Pforzheimer,1926,159,128
Clawson,Pforzheimer,1926,160,115
W.A. White,Pforzheimer,,161,
Britwell,Pforzheimer,1923,162,681
Mostyn,Pforzheimer,1919,163,50
W.A. White,Pforzheimer,,164,
Sotheby’s,Pforzheimer,1899,164,226
Clawson,Pforzheimer,1926,166,405
Clawson,Pforzheimer,1926,167,404
Hagen,Pforzheimer,1918,168,199
Lefferts,Pforzheimer,1901,169,
Hagen,Pforzheimer,1918,169,200
Hagen,Pforzheimer,1918,17,16
Chew,Pforzheimer,1924,171,71
Hodgson’s,Pforzheimer,1922,172,676
Ross Winans,Pforzheimer,,173,
Britwell,Pforzheimer,1926,175,128
Hagen,Pforzheimer,1918,176,218
English Literature from London,Pforzheimer,1919,177,178
Hagen,Pforzheimer,1918,178,219
Halsey,Pforzheimer,1919,179,241
Clawson,Pforzheimer,1926,180,137
Locker,Pforzheimer,,181,
Huntington,Pforzheimer,1918,182,103
Van Antwerp,Pforzheimer,1922,183,6
Hagen,Pforzheimer,1918,184,226
Huntington,Pforzheimer,1918,185,113
Poor,Pforzheimer,1909,186,88
Jones,Pforzheimer,1923,187,54
Shakespeare Library,Pforzheimer,1918,189,229
Emmet,Pforzheimer,1918,191,201
Sotheby’s,Pforzheimer,1929,192,117
Hagen,Pforzheimer,1918,194,273
Britwell,Pforzheimer,1927,196,486
Sotheby’s,Pforzheimer,1923,197,177
Hoe,Pforzheimer,1912,198,774
Forman,Pforzheimer,1920,199,198
Britwell,Pforzheimer,1922,2,
Hagen,Pforzheimer,1918,202,274
Hoe,Pforzheimer,1912,203,777
Bright,Pforzheimer,1845,204,2442
Hagen,Pforzheimer,1918,207,276
Hagen,Pforzheimer,1918,208,272
B.H. Bright,Pforzheimer,1845,21,
Jones,Pforzheimer,1918,214,365
Huntington,Pforzheimer,1917,215,109
Thorn Drury,Pforzheimer,1931,216,1673
Sotheby’s,Pforzheimer,1932,217,435
Clawson,Pforzheimer,1926,219,154
Clawson,Pforzheimer,1920,22,8
Jones,Pforzheimer,1918,220,371
Huntington,Pforzheimer,1918,222,146
Marsden J. Perry,Pforzheimer,,223,
Clawson,Pforzheimer,1926,223,158
English Literature from London,Pforzheimer,1919,224,218
Ed. W.Hennell|Walpole March,Pforzheimer,1920,225,88
Jones,Pforzheimer,1918,226,376
Clawson,Pforzheimer,1926,227,160
Clawson,Pforzheimer,1926,228,161
Clawson,Pforzheimer,1926,229,163
Huntington,Pforzheimer,1918,23,29
Lord Middleton at Wollaton Hall,Pforzheimer,1925,234,77
Huntington,Pforzheimer,1918,235,158
Shakespeare Library,Pforzheimer,1918,236,107
J.C. Williams,Pforzheimer,1929,237,1112
Britwell,Pforzheimer,1926,238,122
Hoe,Pforzheimer,1912,239,a
Huntington,Pforzheimer,1918,239,172
Clawson,Pforzheimer,1926,24,19
Locker,Pforzheimer,,240,
Hagen,Pforzheimer,1918,240,316
Britwell,Pforzheimer,1923,241,187
Clawson,Pforzheimer,1926,241,172
Dodd,Pforzheimer,1918,242,192
Clawson,Pforzheimer,1926,243,182
Clawson,Pforzheimer,1926,245,174
Clawson,Pforzheimer,1926,246,179
Halsey,Pforzheimer,1919,248,319
Halsey,Pforzheimer,1919,25,90
Shakespeare Library,Pforzheimer,1918,250,266
Huth,Pforzheimer,1912,251,2018
Shakespeare Library,Pforzheimer,1918,252,115
Forman,Pforzheimer,1920,253,215
C.L.F. Robinson,Pforzheimer,1917,255,203
Shakespeare Sale,Pforzheimer,1918,26,126
Hoe,Pforzheimer,1912,260,922
Clawson,Pforzheimer,1926,261,193
Huntington,Pforzheimer,1918,262,188
Huth,Pforzheimer,1912,263,2026
Clawson,Pforzheimer,1926,264,206
Chew,Pforzheimer,1924,267,119
Clawson,Pforzheimer,1926,268,217
Britwell,Pforzheimer,1924,27,38
Clawson,Pforzheimer,1926,270,218
Clawson,Pforzheimer,1926,271,229
Britwell,Pforzheimer,1922,272,218
Clawson,Pforzheimer,1918,273,238
Clawson,Pforzheimer,1926,274,230
H.B.Forman,Pforzheimer,1920,275,222
Jones,Pforzheimer,1918,276,471
Locker,Pforzheimer,,277,
Jones,Pforzheimer,1918,278,469
Locker,Pforzheimer,,279,
Jones,Pforzheimer,1918,28,61
Clawson,Pforzheimer,1926,280,233
Huntington,Pforzheimer,,281,
Huntington,Pforzheimer,,282,
Jones,Pforzheimer,1918,283,472
Hagen,Pforzheimer,1918,285,335
Huntington,Pforzheimer,1918,288,220
Hagen,Pforzheimer,1918,289,344
Jones,Pforzheimer,1918,29,62
Huntington,Pforzheimer,1918,290,224
Huntington,Pforzheimer,1918,291,225
Clawson,Pforzheimer,1926,292,252
Clawson,Pforzheimer,1926,293,247
Clawson,Pforzheimer,1926,294,243
Hagen,Pforzheimer,1918,295,371
Hagen,Pforzheimer,1918,296,361
Ayles- ford,Pforzheimer,1888,298,731
Clawson,Pforzheimer,1926,299,246
Walpole Galleries,Pforzheimer,1920,30,22
Clawson,Pforzheimer,1926,300,254
Jones,Pforzheimer,1918,301,513
Sotheby’s,Pforzheimer,1932,302,58
Clawson,Pforzheimer,1926,303,257
Ross Winans,Pforzheimer,,304,
Britwell,Pforzheimer,1921,304A,49
Hagen,Pforzheimer,1918,305,384
Hagen,Pforzheimer,1918,306,383
Hagen,Pforzheimer,1918,307,385
Locker,Pforzheimer,,308,
Chew,Pforzheimer,,308,
Huntington,Pforzheimer,1918,308,203
Mark P. Robinson,Pforzheimer,1918,31,55
H.B. Wheatley,Pforzheimer,1918,312,708
Hagen,Pforzheimer,1918,313,417
Huntington,Pforzheimer,1918,314,242
Hagen,Pforzheimer,1918,316,400
Dodd,Pforzheimer,1918,317,230
Hagen,Pforzheimer,1918,319,414
English Literature from London,Pforzheimer,1919,32,59a
Halsey,Pforzheimer,1919,320,379
Kemble,Pforzheimer,,322,
Devonshire,Pforzheimer,,322,
Huntington,Pforzheimer,1919,322,286
Huntington,Pforzheimer,1918,323,207
Huntington,Pforzheimer,1918,324,259
Hagen,Pforzheimer,1918,325,406
Hagen,Pforzheimer,1918,327,441
Hagen,Pforzheimer,1918,329,420
Mark P. Robinson,Pforzheimer,1918,33,59
Hagen,Pforzheimer,1918,330,409
Hagen,Pforzheimer,1918,331,427
Hagen,Pforzheimer,1918,333,413
Hagen,Pforzheimer,1918,334,419
Hagen,Pforzheimer,1918,335,401
Jones,Pforzheimer,1918,336,517
Huntington,Pforzheimer,1918,337,248
Hagen,Pforzheimer,1918,338,422
Shakespeare Library,Pforzheimer,1918,339,122
Shakespeare Library,Pforzheimer,1918,34,56
Hagen,Pforzheimer,1918,340,403
Huntington,Pforzheimer,1918,341,211
Sydney Herbert,Pforzheimer,1916,343,350
Sydney Herbert,Pforzheimer,1916,346,352
Jones,Pforzheimer,1916,348,192
Sydney Herbert,Pforzheimer,1916,349,351
Shakespeare Library,Pforzheimer,1918,35,16
H.W. Poor,Pforzheimer,1909,350,389
Clawson,Pforzheimer,1926,351,395
Huth,Pforzheimer,1916,352,4996
Shakespeare Library,Pforzheimer,1918,356,464
G.D.Smith,Pforzheimer,1920,357,33
Hagen,Pforzheimer,1918,358,9
Hagen,Pforzheimer,1918,359,487
Walpole,Pforzheimer,1920,36,20
Huntington,Pforzheimer,1918,360,241
Huntington,Pforzheimer,1918,361,282
Seth Terry,Pforzheimer,1935,362,75
Huntington,Pforzheimer,1918,362A,246
Huntington,Pforzheimer,1917,362B,172
Britwell,Pforzheimer,1924,363,679
Clawson,Pforzheimer,1926,364,279
Huntington,Pforzheimer,1918,365,257
Clawson,Pforzheimer,1926,366,283
Huntington,Pforzheimer,,367,
Clawson,Pforzheimer,1926,368,34
Shakespeare Library,Pforzheimer,1918,369,134
Dodd,Pforzheimer,1918,37,65
Hagen,Pforzheimer,1918,370,526
Clawson,Pforzheimer,1926,371,43
G.D.Smith,Pforzheimer,1920,372-1,117
Hagen,Pforzheimer,1918,372-2,529
Clawson,Pforzheimer,1926,373,38
Hagen,Pforzheimer,1918,374,33
Halsey,Pforzheimer,1919,375,418
Ross Winans,Pforzheimer,,376,
Clawson,Pforzheimer,1926,377,287
Charles George Milnes Gaskell,Pforzheimer,1924,378,34
Walpole Galleries,Pforzheimer,1920,380,147
Clawson,Pforzheimer,1926,381,294
Britwell,Pforzheimer,1923,382-1,287
English Literature from London,Pforzheimer,1919,382-2,333
Hagen,Pforzheimer,1918,383,535
C.L.F. Robinson,Pforzheimer,1917,384,261
Britwell,Pforzheimer,1923,385,295
White,Pforzheimer,1920,386,39
Clawson,Pforzheimer,1926,388,498
Sydney Herbert,Pforzheimer,1916,39,31
Huntington,Pforzheimer,1918,390,263
Cox,Pforzheimer,,391,2784
Huntington,Pforzheimer,1918,392,264
Jones,Pforzheimer,1923,395,84
Britwell,Pforzheimer,1922,396,412
Clawson,Pforzheimer,1926,397,450
Britwell,Pforzheimer,1924,398,712
Britwell,Pforzheimer,1924,399,342
Huntington,Pforzheimer,1918,40,34
Britwell,Pforzheimer,1924,404,341
Britwell,Pforzheimer,1924,405,338
Britwell,Pforzheimer,1922,407,424
Huntington,Pforzheimer,1917,408,192
Mostyn,Pforzheimer,1919,409,130
Major E.W. MacDonald,Pforzheimer,1932,410,7
Huntington,Pforzheimer,1918,411,368
Bierstadt,Pforzheimer,1897,412,839
Clawson,Pforzheimer,1926,413,781
Clawson,Pforzheimer,1926,414,318
Clawson,Pforzheimer,1926,415,317
Clawson,Pforzheimer,1926,416,590
Clawson,Pforzheimer,1926,417,872
Huntington,Pforzheimer,,418,
